,image_path,Taca oli,Carrera,Agujero,Hilo fino horizontal2,Tensión horizontal,Barrado,Borrissol,Hilo fino horizontal,Punto escapado
7185,7ae9fa41-frame0-00-14.35.jpg,0,0,0,0,0,0,0,0,0
7186,4900f3fb-frame0-00-05.08.jpg,0,0,0,0,0,0,0,1,0
7188,13f6a985-frame0-00-02.50.jpg,0,0,0,0,0,0,0,0,0
7189,666c2491-frame0-00-14.49.jpg,0,0,0,0,0,0,0,1,0
7191,522fa715-frame0-00-19.56.jpg,0,0,0,0,0,0,0,1,0
7192,114dca44-frame0-00-22.11.jpg,0,0,0,1,0,0,0,0,0
7193,5e08e530-frame0-00-07.95.jpg,0,0,0,0,0,0,0,0,0
7194,73c7711e-frame0-00-11.19.jpg,0,0,0,1,0,0,0,0,0
7197,8c0b5aa2-frame0-00-07.82.jpg,0,0,0,0,0,0,0,0,0
7198,074d21ab-frame0-00-23.08.jpg,0,0,0,0,0,0,0,0,0
7200,7a22d4ff-frame0-00-19.40.jpg,0,0,0,1,0,0,0,0,0
7201,40d37371-frame0-00-23.11.jpg,0,0,0,0,0,0,0,0,0
7203,0e0e4ed7-frame0-00-11.23.jpg,0,0,0,0,0,0,0,0,0
7204,455e6207-frame0-00-04.71.jpg,0,0,0,1,0,0,0,0,0
7206,06359c51-frame0-00-23.62.jpg,0,0,0,0,0,0,0,0,0
7208,544bf4b6-frame0-00-03.95.jpg,0,0,0,0,0,0,0,0,0
7209,79f946a9-frame0-00-25.39.jpg,0,0,0,1,0,0,0,0,0
7210,8cf45067-frame0-00-04.08.jpg,0,0,0,0,0,0,0,1,0
7212,28fd9e83-frame0-00-00.85.jpg,0,0,0,0,0,0,0,0,0
7213,1ab362ab-frame0-00-08.27.jpg,0,0,0,1,0,0,0,0,0
7214,1d1f48ea-frame0-00-36.54.jpg,0,0,0,0,0,0,0,0,0
7215,278fbf3b-frame0-00-10.82.jpg,0,0,0,0,0,0,0,1,0
7217,7a8f9a04-frame0-00-16.82.jpg,0,0,0,1,0,0,0,0,0
7218,21bf1062-frame0-00-18.89.jpg,0,0,0,1,0,0,0,0,0
7219,7cffeb85-frame0-00-05.37.jpg,0,0,0,1,0,0,0,0,0
7220,0547f107-frame0-00-04.25.jpg,0,0,0,0,0,0,0,1,0
7221,8a147526-frame0-00-23.05.jpg,0,0,0,0,0,0,0,0,0
7223,50a07088-frame0-00-40.02.jpg,0,0,0,0,0,0,0,0,0
7225,293fd788-frame0-00-41.02.jpg,0,0,0,0,0,0,0,0,0
7226,40143832-frame0-00-16.87.jpg,0,0,0,0,0,0,0,0,0
7233,671ad2ab-frame0-00-05.11.jpg,0,0,0,0,0,0,0,1,0
7236,6ceae8d7-frame0-00-10.95.jpg,0,0,0,0,0,0,0,1,0
7237,355d5cea-frame0-00-14.83.jpg,0,0,0,0,0,0,0,0,0
7238,78534a0e-frame0-00-06.65.jpg,0,0,0,0,0,0,0,0,0
7240,5499c409-frame0-00-32.11.jpg,0,0,0,0,0,0,0,0,0
7242,4bfd934f-frame0-00-01.94.jpg,0,0,0,0,0,0,0,1,0
7244,7707ef7b-frame0-00-11.95.jpg,0,0,0,0,0,0,0,1,0
7246,6907079b-frame0-00-08.84.jpg,0,0,0,0,0,0,0,0,0
7249,63bcba36-frame0-00-19.31.jpg,0,0,0,0,0,0,0,0,0
7251,18d033a1-frame0-00-06.00.jpg,0,0,0,0,0,0,0,0,0
7252,2ce0ae53-frame0-00-23.38.jpg,0,0,0,0,0,0,1,0,0
7254,7c31bebf-frame0-00-33.34.jpg,1,0,0,0,0,0,0,0,0
7256,3d354f91-frame0-00-28.55.jpg,0,0,0,1,0,0,0,0,0
7257,678c5019-frame0-00-00.94.jpg,0,0,0,0,0,0,0,0,0
7259,5427be7d-frame0-00-44.02.jpg,0,0,0,0,0,0,0,0,0
7260,107e7a8a-frame0-00-32.88.jpg,0,0,0,0,0,0,0,0,0
7261,2a0a5534-frame0-00-02.10.jpg,0,0,0,0,0,0,0,0,0
7262,62e58d41-frame0-00-02.89.jpg,0,0,0,0,0,0,0,0,0
7263,803656f7-frame0-00-05.30.jpg,0,0,0,1,0,0,0,0,0
7265,2e534a57-frame0-00-06.22.jpg,0,0,0,0,0,0,0,1,0
7266,7124da80-frame0-00-19.09.jpg,0,0,0,0,0,0,0,0,0
7267,29a6e57f-frame0-00-07.10.jpg,0,0,0,0,0,0,0,1,0
7268,50be7bab-frame0-00-19.52.jpg,0,0,0,0,0,0,0,0,0
7269,39b238f8-frame0-00-12.81.jpg,0,0,0,0,0,0,0,1,0
7270,4b2675d9-frame0-00-29.32.jpg,0,0,0,0,0,0,0,0,0
7273,3c482751-frame0-00-21.93.jpg,0,0,0,0,0,0,0,0,0
7279,7026c39d-frame0-00-01.17.jpg,0,0,0,0,0,0,0,1,0
7281,3579cca8-frame0-00-32.25.jpg,0,0,0,0,0,0,0,0,0
7284,3c6e401b-frame0-00-08.22.jpg,0,0,0,1,0,0,0,0,0
7285,65b6769a-frame0-00-06.07.jpg,0,0,0,0,0,0,0,0,0
7287,09360e0a-frame0-00-08.55.jpg,0,0,0,0,0,0,0,1,0
7290,089036db-frame0-00-04.86.jpg,0,0,0,0,0,0,0,0,0
7291,61db389f-frame0-00-22.89.jpg,0,0,0,0,0,0,0,0,0
7293,53d4ec66-frame0-00-05.05.jpg,0,0,0,0,0,0,0,0,0
7294,0ef1d809-frame0-00-04.92.jpg,0,0,0,0,0,0,0,0,0
7299,1bb7f4da-frame0-00-19.68.jpg,0,0,0,0,0,0,0,0,0
7301,8c89ec70-frame0-00-23.24.jpg,0,0,0,0,0,0,0,0,0
7302,1cf650a3-frame0-00-07.98.jpg,0,0,0,1,0,0,0,0,0
7303,152e2eb5-frame0-00-25.76.jpg,0,0,0,0,0,0,0,0,0
7304,15db0e21-frame0-00-04.40.jpg,0,0,0,0,0,0,0,0,0
7306,2cc837fa-frame0-00-39.44.jpg,0,0,0,0,0,0,0,0,0
7309,0a26709c-frame0-00-19.65.jpg,0,0,0,0,0,0,0,0,0
7310,2c6de048-frame0-00-00.26.jpg,0,0,0,0,0,0,0,1,0
7311,83cf5d15-frame0-00-28.01.jpg,0,0,0,1,0,0,0,0,0
7312,575cc75e-frame0-00-20.67.jpg,0,0,0,1,0,0,0,0,0
7314,1ee4d662-frame0-00-18.74.jpg,0,0,0,0,0,0,0,1,0
7315,7af59977-frame0-00-22.68.jpg,0,0,0,0,0,0,0,0,0
7316,134d3019-frame0-00-06.94.jpg,0,0,0,0,0,0,0,1,0
7317,58eaf432-frame0-00-14.89.jpg,0,0,0,0,0,0,0,1,1
7321,1aa7448a-frame0-00-04.19.jpg,0,0,0,0,0,0,0,1,0
7322,66c4597d-frame0-00-19.18.jpg,0,0,0,0,0,0,0,0,0
7323,2ca48f9f-frame0-00-28.03.jpg,0,0,0,1,0,0,0,0,0
7324,19e99daa-frame0-00-04.66.jpg,0,0,0,0,0,0,0,0,0
7325,5df3879d-frame0-00-03.37.jpg,0,0,0,0,0,0,0,1,0
7328,20a87883-frame0-00-10.67.jpg,0,0,0,0,0,0,0,1,0
7331,11070d17-frame0-00-21.47.jpg,0,0,0,0,0,0,0,0,0
7332,8d8d6d1d-frame0-00-04.48.jpg,0,0,0,0,0,0,0,0,0
7333,7d7ad851-frame0-00-07.02.jpg,0,0,0,0,0,0,0,1,0
7334,438751ba-frame0-00-11.32.jpg,0,0,0,0,0,0,0,1,0
7335,82317387-frame0-00-01.82.jpg,0,0,0,0,0,0,0,0,0
7336,1c0d9323-frame0-00-11.16.jpg,0,0,0,1,0,0,0,0,0
7337,78af763f-frame0-00-05.17.jpg,0,0,0,0,0,0,0,1,0
7339,7ec2af7a-frame0-00-03.46.jpg,0,0,0,0,0,0,0,1,0
7342,714715d9-frame0-00-19.76.jpg,0,0,0,0,0,0,0,0,0
7343,422e5110-frame0-00-09.54.jpg,0,0,0,0,0,0,0,0,0
7346,6616060b-frame0-00-05.38.jpg,0,0,0,0,0,0,0,0,0
7347,397ae9b0-frame0-00-05.94.jpg,0,0,0,0,0,0,0,0,0
7348,6aa24b30-frame0-00-15.31.jpg,0,0,0,0,0,0,0,0,0
7350,468b2df1-frame0-00-00.45.jpg,0,0,0,0,0,0,0,1,0
7351,7ff20791-frame0-00-01.37.jpg,0,0,0,0,0,0,0,1,0
7352,012adeeb-frame0-00-00.57.jpg,0,0,0,0,0,0,0,0,0
7353,32c2ba54-frame0-00-44.38.jpg,0,0,0,0,0,0,0,0,0
7354,5e2b0d12-frame0-00-01.14.jpg,0,0,0,0,0,0,0,0,0
7355,79665527-frame0-00-04.51.jpg,0,0,0,1,0,0,0,0,0
7356,5e049c3f-frame0-00-18.03.jpg,0,0,0,1,0,0,0,0,0
7358,39b9d708-frame0-00-07.96.jpg,0,0,0,0,0,0,0,1,0
7359,3502c2da-frame0-00-12.22.jpg,0,0,0,0,0,0,0,1,0
7360,027a5318-frame0-00-28.31.jpg,0,0,0,0,0,0,0,0,0
7363,2b4d71a3-frame0-00-18.31.jpg,0,0,0,0,0,0,0,0,0
7364,14c242e7-frame0-00-24.88.jpg,0,0,0,0,0,0,0,0,0
7367,331cca67-frame0-00-05.54.jpg,0,0,0,0,0,0,0,1,0
7369,1ef5db49-frame0-00-01.98.jpg,0,0,0,0,0,0,0,1,0
7371,24b43695-frame0-00-04.23.jpg,0,0,0,0,0,0,0,1,0
7374,84625257-frame0-00-05.91.jpg,0,0,0,0,0,0,0,1,0
7376,57f3b4ef-frame0-00-01.42.jpg,0,0,0,0,0,0,0,0,0
7379,49c11782-frame0-00-28.48.jpg,0,0,0,0,0,0,0,0,0
7381,7631c8f7-frame0-00-21.40.jpg,0,0,0,0,0,0,0,0,0
7385,82a0723e-frame0-00-11.03.jpg,0,0,0,0,0,0,0,1,0
7386,3e45e207-frame0-00-29.84.jpg,0,0,0,0,0,0,0,0,0
7387,3e4b7d59-frame0-00-21.84.jpg,0,0,0,0,0,0,0,1,1
7388,6ead49cb-frame0-00-06.79.jpg,0,0,0,0,0,0,0,0,0
7389,6a84b495-frame0-00-04.46.jpg,0,0,0,0,0,0,0,0,0
7391,293b9778-frame0-00-02.48.jpg,0,0,0,0,0,0,0,0,0
7392,5a90847c-frame0-00-39.09.jpg,0,0,0,0,0,0,0,0,0
7395,371dbe73-frame0-00-08.62.jpg,0,0,0,0,0,0,0,0,0
7398,34dbf5c2-frame0-00-11.49.jpg,0,0,0,0,0,0,0,1,0
7401,775ba1eb-frame0-00-12.83.jpg,0,0,0,0,0,0,0,0,0
7402,2e2de6bd-frame0-00-37.00.jpg,0,0,0,0,0,0,0,0,0
7403,5fda17ea-frame0-00-13.02.jpg,0,0,0,0,0,0,0,0,0
7405,5750352e-frame0-00-04.03.jpg,0,0,0,0,0,0,0,0,0
7408,5efecbf5-frame0-00-01.68.jpg,0,0,0,0,0,0,0,1,0
7409,2d248929-frame0-00-09.10.jpg,0,0,0,0,0,0,0,1,0
7410,26e4c7ec-frame0-00-02.32.jpg,0,0,0,0,0,0,0,1,0
7411,64e0c6cd-frame0-00-01.57.jpg,0,0,0,0,0,0,0,0,0
7412,1244e4a1-frame0-00-18.85.jpg,0,0,0,0,0,0,0,1,0
7414,23667da4-frame0-00-31.61.jpg,1,0,0,0,0,0,0,0,0
7418,2034118d-frame0-00-10.43.jpg,0,0,0,0,0,0,0,0,0
7419,54fbc1ef-frame0-00-14.47.jpg,0,0,0,1,0,0,0,0,0
7420,61f46115-frame0-00-05.93.jpg,0,0,0,0,0,0,0,0,0
7421,33d7aa5e-frame0-00-09.16.jpg,0,0,0,0,0,0,0,0,0
7422,4d8d89f8-frame0-00-10.52.jpg,0,1,0,1,0,0,0,0,0
7423,597340ff-frame0-00-30.54.jpg,0,0,0,0,0,0,0,0,0
7425,633e0f56-frame0-00-21.31.jpg,0,0,0,1,0,0,0,0,0
7426,48575e1d-frame0-00-15.94.jpg,0,0,0,0,0,0,0,0,0
7427,4d42c018-frame0-00-19.11.jpg,0,0,0,0,0,0,0,1,0
7430,5f75f099-frame0-00-15.91.jpg,0,0,0,0,0,0,0,0,0
7434,51bf39a0-frame0-00-03.76.jpg,0,0,0,0,0,0,0,1,0
7435,145ec844-frame0-00-08.34.jpg,0,0,0,0,0,0,0,0,0
7439,22569a0f-frame0-00-25.45.jpg,0,0,0,0,0,0,0,0,0
7441,0ec24822-frame0-00-12.88.jpg,0,0,0,0,0,0,0,0,0
7445,19e705ed-frame0-00-39.54.jpg,0,0,0,0,0,0,0,0,0
7447,3daaa78f-frame0-00-19.04.jpg,0,0,0,0,0,0,0,0,0
7448,3f076b82-frame0-00-03.20.jpg,0,0,0,0,0,0,0,0,0
7449,39dec9ff-frame0-00-44.00.jpg,0,0,0,0,0,0,0,0,0
7451,6efceadf-frame0-00-12.37.jpg,0,0,0,0,0,0,0,1,0
7453,155c0bd6-frame0-00-19.22.jpg,0,0,0,0,0,0,0,0,0
7456,8b3b9b7f-frame0-00-13.20.jpg,0,0,0,0,0,0,0,0,0
7457,09302e17-frame0-00-15.87.jpg,0,0,0,0,0,0,0,0,0
7460,18ef1147-frame0-00-21.50.jpg,0,0,0,1,0,0,0,0,0
7462,8c9c5e02-frame0-00-05.27.jpg,0,0,0,0,0,0,0,1,0
7467,40c9a067-frame0-00-12.12.jpg,0,0,0,0,0,0,0,0,0
7468,824aa65b-frame0-00-37.62.jpg,0,0,0,0,0,0,0,0,0
7469,554776ee-frame0-00-14.88.jpg,0,0,0,0,0,0,0,1,0
7471,3209975b-frame0-00-31.38.jpg,0,0,0,0,0,0,0,0,0
7476,100cc2ff-frame0-00-28.72.jpg,0,0,0,0,0,0,0,0,0
7480,1442120f-frame0-00-05.10.jpg,0,0,0,0,0,0,0,1,0
7481,11cffde5-frame0-00-35.40.jpg,0,0,0,0,0,0,0,0,0
7484,365dfe7f-frame0-00-12.09.jpg,0,0,0,1,0,0,0,0,0
7486,5f050271-frame0-00-16.77.jpg,0,0,0,0,0,0,0,0,0
7488,340d4eaa-frame0-00-13.94.jpg,0,0,0,0,0,0,0,1,0
7489,76c6e240-frame0-00-01.55.jpg,0,0,0,0,0,0,0,0,0
7490,82df9721-frame0-00-28.21.jpg,0,0,0,0,0,0,0,0,0
7491,6683db06-frame0-00-09.94.jpg,0,0,0,0,0,0,0,0,0
7493,467e1db0-frame0-00-05.67.jpg,0,0,0,0,0,0,0,0,0
7495,66a87cbc-frame0-00-15.57.jpg,0,0,0,0,0,0,0,0,0
7496,86f213cd-frame0-00-03.97.jpg,0,0,0,0,0,0,0,1,0
7497,287a429a-frame0-00-00.23.jpg,0,0,0,0,0,0,0,1,0
7503,45db0d63-frame0-00-10.67.jpg,0,1,0,1,0,0,0,0,0
7508,375555dc-frame0-00-11.51.jpg,0,0,0,0,0,0,0,0,0
7509,50607bfc-frame0-00-08.20.jpg,0,0,0,0,0,0,0,0,0
7512,71c6832d-frame0-00-12.46.jpg,0,0,0,0,0,0,0,0,0
7513,7d059434-frame0-00-05.34.jpg,0,0,0,0,0,0,0,1,0
7514,4b0c8e20-frame0-00-00.72.jpg,0,0,0,0,0,0,0,1,0
7517,673ef768-frame0-00-16.43.jpg,0,0,0,0,0,0,0,1,0
7519,8044bae7-frame0-00-13.12.jpg,0,0,0,0,0,0,0,0,0
7522,4d923a08-frame0-00-24.57.jpg,0,0,0,0,0,0,0,0,0
7523,8487b2b0-frame0-00-36.12.jpg,0,0,0,0,0,0,0,0,0
7524,5246c740-frame0-00-28.07.jpg,0,0,0,0,0,0,0,0,0
7525,27eec214-frame0-00-08.84.jpg,0,0,0,0,0,0,0,1,0
7528,8a1e4a4f-frame0-00-00.26.jpg,0,0,0,0,0,0,0,0,0
7529,01aa99b5-frame0-00-19.15.jpg,0,0,0,0,0,0,0,0,0
7531,0ca861ed-frame0-00-00.11.jpg,0,0,0,0,0,0,0,0,0
7532,10a1af74-frame0-00-26.46.jpg,0,0,0,0,0,0,0,0,0
7537,2f97a7ab-frame0-00-14.22.jpg,0,0,0,0,0,0,0,1,0
7538,60155a6f-frame0-00-14.98.jpg,0,0,0,0,0,0,0,0,0
7539,7a00f9d6-frame0-00-05.55.jpg,0,0,0,0,0,0,0,0,0
7541,739f80cf-frame0-00-14.58.jpg,0,0,0,0,0,0,0,0,0
7542,3a48f120-frame0-00-05.49.jpg,0,0,0,0,0,0,0,1,0
7546,8e31e468-frame0-00-01.12.jpg,0,0,0,0,0,0,0,0,0
7547,4ad667aa-frame0-00-15.80.jpg,0,0,0,0,0,0,0,1,0
7548,07f63256-frame0-00-30.38.jpg,0,0,0,0,0,0,0,0,0
7549,45f22202-frame0-00-11.40.jpg,0,0,0,0,0,0,0,0,0
7550,8ac28e4d-frame0-00-06.90.jpg,0,0,0,0,0,0,0,0,0
7553,6d2c9582-frame0-00-13.75.jpg,0,0,0,0,0,0,0,1,0
7554,0a386b8b-frame0-00-06.18.jpg,0,0,0,0,0,0,0,0,0
7556,5ebc8047-frame0-00-04.59.jpg,0,0,0,1,0,0,0,0,0
7557,5c8d67b2-frame0-00-10.68.jpg,0,0,0,0,0,0,0,0,0
7562,73b1c918-frame0-00-15.60.jpg,0,0,0,0,0,0,0,1,0
7563,09777617-frame0-00-06.10.jpg,0,0,0,0,0,0,0,1,0
7564,3c98f3c9-frame0-00-23.67.jpg,0,0,0,1,0,0,0,0,0
7566,6842740a-frame0-00-05.30.jpg,0,0,0,0,0,0,0,1,0
7567,76f431bb-frame0-00-12.03.jpg,0,0,0,0,0,0,0,0,0
7569,439c806e-frame0-00-02.71.jpg,0,0,0,0,0,0,0,0,0
7570,17a4ea39-frame0-00-07.55.jpg,0,0,0,0,0,0,0,0,0
7573,8798b7a8-frame0-00-12.20.jpg,0,0,0,0,0,0,0,0,0
7575,35746155-frame0-00-19.33.jpg,0,0,0,0,0,0,0,0,0
7576,89143e8d-frame0-00-40.14.jpg,0,0,0,0,0,0,0,0,0
7577,85f16f1f-frame0-00-18.31.jpg,0,0,0,0,0,0,0,0,0
7578,4f875447-frame0-00-04.79.jpg,0,0,0,1,0,0,0,0,0
7579,5ff647e8-frame0-00-23.08.jpg,0,0,0,0,0,0,0,0,0
7580,8355101b-frame0-00-07.85.jpg,0,0,0,1,0,0,0,0,0
7581,470a5dfe-frame0-00-05.27.jpg,0,0,0,0,0,0,0,1,0
7585,590b71d8-frame0-00-13.16.jpg,0,0,0,0,0,0,0,0,0
7586,164d7f95-frame0-00-12.92.jpg,0,0,0,0,0,0,0,1,0
7587,84f2b4b5-frame0-00-16.82.jpg,0,0,0,0,0,0,0,0,0
7589,278443d4-frame0-00-12.13.jpg,0,0,0,0,0,0,0,0,0
7590,78b984af-frame0-00-10.63.jpg,0,0,0,0,0,0,0,1,0
7593,7e9839d1-frame0-00-03.42.jpg,0,0,0,0,0,0,0,1,0
7594,03e2350b-frame0-00-07.64.jpg,0,0,0,0,0,0,0,1,0
7596,119472c8-frame0-00-03.26.jpg,0,0,0,0,0,0,0,1,0
7597,34976290-frame0-00-15.88.jpg,0,0,0,0,0,0,0,1,0
7600,01a16076-frame0-00-01.49.jpg,0,0,0,0,0,0,0,1,0
7601,6dc58df1-frame0-00-11.81.jpg,0,0,0,0,0,0,0,0,0
7604,82719b4c-frame0-00-04.93.jpg,0,0,0,0,0,0,0,0,0
7605,0916b5f2-frame0-00-05.44.jpg,0,0,0,1,0,0,0,0,0
7606,03f4ec66-frame0-00-14.37.jpg,0,0,0,0,0,0,0,1,0
7607,412672ce-frame0-00-07.08.jpg,0,0,0,1,0,0,0,0,0
7608,833f8a4e-frame0-00-17.99.jpg,0,0,0,0,0,0,0,1,0
7609,235e600d-frame0-00-16.06.jpg,0,0,0,0,0,0,0,0,0
7610,000555fd-frame0-00-03.65.jpg,0,0,0,1,0,0,0,0,0
7611,3a25f7a8-frame0-00-12.66.jpg,0,0,0,0,0,0,0,0,0
7615,10d4785b-frame0-00-00.12.jpg,0,0,0,0,0,0,0,0,0
7617,5cff00cc-frame0-00-07.18.jpg,0,0,0,0,0,0,0,0,1
7620,0773bb8f-frame0-00-28.82.jpg,0,0,0,0,0,0,0,0,0
7621,240d68f4-frame0-00-05.71.jpg,0,0,0,0,0,0,0,1,0
7622,13beffb7-frame0-00-15.38.jpg,0,0,0,1,0,0,0,0,0
7624,72e44a6f-frame0-00-26.14.jpg,0,0,0,0,0,0,0,0,0
7626,2cb4994f-frame0-00-00.71.jpg,0,0,0,0,0,0,0,1,0
7627,766690d9-frame0-00-36.03.jpg,0,0,0,0,0,0,0,0,0
7629,8d1bbfd7-frame0-00-05.71.jpg,0,0,0,0,0,0,0,1,0
7630,7d72db3b-frame0-00-19.06.jpg,0,0,0,0,0,0,0,0,0
7631,2c3bf4cb-frame0-00-32.100.jpg,0,0,0,0,0,0,0,0,0
7632,31754434-frame0-00-10.34.jpg,0,0,0,0,0,0,0,0,0
7633,3c144680-frame0-00-03.34.jpg,0,0,0,0,0,0,0,0,0
7635,2894fbbf-frame0-00-03.23.jpg,0,0,0,0,0,0,0,0,0
7636,0f993e5b-frame0-00-03.68.jpg,0,0,0,0,0,0,0,1,0
7637,0200221f-frame0-00-02.18.jpg,0,0,0,0,0,0,0,1,0
7639,81040681-frame0-00-07.90.jpg,0,0,0,0,0,0,0,0,0
7640,4381a900-frame0-00-12.26.jpg,0,0,0,1,0,0,0,0,0
7646,1a2177d2-frame0-00-21.03.jpg,0,0,0,0,0,0,0,1,0
7648,6426f242-frame0-00-00.46.jpg,0,0,0,0,0,0,0,1,0
7651,186be186-frame0-00-00.03.jpg,0,0,0,0,0,0,0,1,0
7652,48a0e0f6-frame0-00-03.26.jpg,0,0,0,0,0,0,0,0,0
7653,35e7f59c-frame0-00-05.72.jpg,0,0,0,0,0,0,0,0,0
7655,4ec00292-frame0-00-13.24.jpg,0,0,0,0,0,0,0,0,0
7656,39210840-frame0-00-38.75.jpg,0,0,0,0,0,0,0,0,0
7657,07dc80ec-frame0-00-33.45.jpg,1,0,0,0,0,0,0,0,0
7659,3a306008-frame0-00-00.98.jpg,0,0,0,0,0,0,0,0,0
7660,1f108de7-frame0-00-14.14.jpg,0,0,0,0,0,0,0,1,0
7661,57b3303a-frame0-00-15.14.jpg,0,0,0,0,0,0,0,1,0
7665,189731b4-frame0-00-14.15.jpg,0,0,0,1,0,0,0,0,0
7666,8eb4130e-frame0-00-18.69.jpg,0,0,0,0,0,0,0,1,0
7668,23ef9583-frame0-00-14.32.jpg,0,0,0,0,0,0,0,1,0
7670,068bccbe-frame0-00-26.53.jpg,0,0,0,0,0,0,0,0,0
7671,4b253bea-frame0-00-06.96.jpg,0,0,0,0,0,0,0,1,0
7677,7d6ac6f3-frame0-00-08.14.jpg,0,0,0,0,0,0,0,0,0
7678,813de12b-frame0-00-39.48.jpg,0,0,0,0,0,0,0,0,0
7681,3dc252c8-frame0-00-00.78.jpg,0,0,0,0,0,0,0,0,0
7682,819003b3-frame0-00-05.43.jpg,0,0,0,0,0,0,0,1,0
7685,4d76da96-frame0-00-31.49.jpg,0,0,0,0,0,0,0,0,0
7686,03bb5e8b-frame0-00-18.22.jpg,0,0,0,0,0,0,0,0,0
7689,80a8d447-frame0-00-21.37.jpg,0,0,0,0,0,0,0,0,0
7690,57cbbe1c-frame0-00-15.59.jpg,0,0,0,0,0,0,0,0,0
7693,4a2bbb1b-frame0-00-25.28.jpg,0,0,0,1,0,0,0,0,0
7694,45182768-frame0-00-05.68.jpg,0,0,0,0,0,0,0,1,0
7696,3e18c26a-frame0-00-18.75.jpg,0,0,0,0,0,0,0,0,0
7697,739b485d-frame0-00-03.60.jpg,0,0,0,0,0,0,0,0,0
7699,34f71c1e-frame0-00-05.85.jpg,0,0,0,0,0,0,0,0,0
7700,2cefa9bd-frame0-00-01.29.jpg,0,0,0,0,0,0,0,1,0
7701,226f4ee3-frame0-00-05.08.jpg,0,0,0,0,0,0,0,0,0
7702,6ec7b5aa-frame0-00-00.18.jpg,0,0,0,0,0,0,0,1,0
7703,6963271c-frame0-00-23.88.jpg,0,0,0,0,0,0,0,0,0
7704,8aefd3cc-frame0-00-25.32.jpg,0,0,0,0,0,0,0,0,0
7705,0f20e13a-frame0-00-03.78.jpg,0,0,0,0,0,0,0,0,0
7707,20d50b9f-frame0-00-39.58.jpg,0,0,0,0,0,0,0,0,0
7714,45b37e92-frame0-00-00.55.jpg,0,0,0,0,0,0,0,1,0
7716,6ab91c56-frame0-00-12.58.jpg,0,0,0,0,0,0,0,0,0
7717,49327496-frame0-00-13.04.jpg,0,0,0,0,0,0,0,1,0
7718,85e71ee5-frame0-00-14.66.jpg,0,0,0,0,0,0,0,0,0
7719,56e601e2-frame0-00-11.98.jpg,0,0,0,0,0,0,0,0,0
7720,85eecedc-frame0-00-28.01.jpg,0,0,0,0,0,0,0,0,0
7721,33370b22-frame0-00-20.60.jpg,0,0,0,1,0,0,0,0,0
7722,77f03ccf-frame0-00-11.54.jpg,0,0,0,0,0,0,0,0,0
7723,38251170-frame0-00-18.08.jpg,0,0,0,0,0,0,0,0,0
7725,1c381aa5-frame0-00-02.22.jpg,0,0,0,0,0,0,0,0,0
7726,82f5c383-frame0-00-00.25.jpg,0,0,0,0,0,0,0,0,0
7727,1495e72d-frame0-00-22.09.jpg,0,0,0,0,0,0,0,0,0
7728,5cb12be3-frame0-00-14.20.jpg,0,0,0,0,0,0,0,1,0
7732,635e8211-frame0-00-24.98.jpg,0,0,0,1,0,0,0,0,0
7737,7e156698-frame0-00-13.18.jpg,0,0,0,0,0,0,0,0,0
7740,73b2dcb7-frame0-00-08.26.jpg,0,0,0,0,0,0,0,0,0
7741,1495dd09-frame0-00-03.89.jpg,0,0,0,0,0,0,0,0,0
7743,0bc2cf37-frame0-00-11.96.jpg,0,0,0,0,0,0,0,1,0
7745,16d946a1-frame0-00-02.11.jpg,0,0,0,0,0,0,0,0,0
7753,6ba5d0eb-frame0-00-27.96.jpg,0,0,0,0,0,0,0,0,0
7754,747f5aa2-frame0-00-00.35.jpg,0,0,0,0,0,0,0,1,0
7755,44979c99-frame0-00-00.02.jpg,0,0,0,0,0,0,0,1,0
7756,2979c436-frame0-00-15.49.jpg,0,0,0,0,0,0,0,0,0
7761,51ea5cdb-frame0-00-03.70.jpg,0,0,0,1,0,0,0,0,0
7764,6ae90dc8-frame0-00-00.18.jpg,0,0,0,0,0,0,0,0,0
7765,82889385-frame0-00-00.52.jpg,0,0,0,0,0,0,0,0,0
7766,42e56ef3-frame0-00-01.09.jpg,0,0,0,0,0,0,0,1,0
7767,3d55f9f7-frame0-00-13.38.jpg,0,0,0,1,0,0,0,0,0
7768,6fdb494b-frame0-00-10.71.jpg,0,0,0,0,0,0,0,1,0
7769,6bc77e0f-frame0-00-05.77.jpg,0,0,0,0,0,0,0,0,0
7770,5403d34c-frame0-00-04.00.jpg,0,0,0,0,0,0,0,1,0
7771,14009ea4-frame0-00-32.34.jpg,0,0,0,0,0,0,0,0,0
7772,15b42efe-frame0-00-07.44.jpg,0,0,0,0,0,0,0,1,0
7773,54033a62-frame0-00-36.74.jpg,0,0,0,0,0,0,0,0,0
7777,811fc0f9-frame0-00-23.38.jpg,0,0,0,0,0,0,0,0,0
7778,2e9608b3-frame0-00-07.41.jpg,0,0,0,0,0,0,0,1,0
7780,39ae4629-frame0-00-40.41.jpg,0,0,0,0,0,0,0,0,0
7782,0839b1f5-frame0-00-09.58.jpg,0,0,0,0,0,0,0,0,0
7783,2263729d-frame0-00-09.01.jpg,0,0,0,0,0,0,0,1,0
7784,024f9c53-frame0-00-21.76.jpg,0,0,0,0,0,0,0,0,0
7787,1b7204fe-frame0-00-10.85.jpg,0,0,0,0,0,0,0,1,0
7788,84d9fe24-frame0-00-08.57.jpg,0,0,0,0,0,0,0,0,0
