,Unnamed: 0,paths,c,r,e,n,pattern,patter_idx
2543,2543,DATASET/A1/c4/r1/images/e3/c4r1e3n45.tif,4,1,3,45,divers-diferent,6
2544,2544,DATASET/A1/c4/r1/images/e3/c4r1e3n46.tif,4,1,3,46,divers-diferent,6
2545,2545,DATASET/A1/c4/r1/images/e3/c4r1e3n47.tif,4,1,3,47,divers-diferent,6
2546,2546,DATASET/A1/c4/r1/images/e3/c4r1e3n48.tif,4,1,3,48,divers-diferent,6
2547,2547,DATASET/A1/c4/r1/images/e3/c4r1e3n49.tif,4,1,3,49,divers-diferent,6
2548,2548,DATASET/A1/c4/r1/images/e3/c4r1e3n50.tif,4,1,3,50,divers-diferent,6
2549,2549,DATASET/A1/c4/r1/images/e4/c4r1e4n1.tif,4,1,4,1,divers-diferent,6
2550,2550,DATASET/A1/c4/r1/images/e4/c4r1e4n2.tif,4,1,4,2,divers-diferent,6
2551,2551,DATASET/A1/c4/r1/images/e4/c4r1e4n3.tif,4,1,4,3,divers-diferent,6
2552,2552,DATASET/A1/c4/r1/images/e4/c4r1e4n4.tif,4,1,4,4,divers-diferent,6
2553,2553,DATASET/A1/c4/r1/images/e4/c4r1e4n5.tif,4,1,4,5,divers-diferent,6
2554,2554,DATASET/A1/c4/r1/images/e4/c4r1e4n6.tif,4,1,4,6,divers-diferent,6
2555,2555,DATASET/A1/c4/r1/images/e4/c4r1e4n7.tif,4,1,4,7,divers-diferent,6
2556,2556,DATASET/A1/c4/r1/images/e4/c4r1e4n8.tif,4,1,4,8,divers-diferent,6
2557,2557,DATASET/A1/c4/r1/images/e4/c4r1e4n9.tif,4,1,4,9,divers-diferent,6
2558,2558,DATASET/A1/c4/r1/images/e4/c4r1e4n10.tif,4,1,4,10,divers-diferent,6
2559,2559,DATASET/A1/c4/r1/images/e4/c4r1e4n11.tif,4,1,4,11,divers-diferent,6
2560,2560,DATASET/A1/c4/r1/images/e4/c4r1e4n12.tif,4,1,4,12,divers-diferent,6
2561,2561,DATASET/A1/c4/r1/images/e4/c4r1e4n13.tif,4,1,4,13,divers-diferent,6
2562,2562,DATASET/A1/c4/r1/images/e4/c4r1e4n14.tif,4,1,4,14,divers-diferent,6
2563,2563,DATASET/A1/c4/r1/images/e4/c4r1e4n15.tif,4,1,4,15,divers-diferent,6
2564,2564,DATASET/A1/c4/r1/images/e4/c4r1e4n16.tif,4,1,4,16,divers-diferent,6
2565,2565,DATASET/A1/c4/r1/images/e4/c4r1e4n17.tif,4,1,4,17,divers-diferent,6
2566,2566,DATASET/A1/c4/r1/images/e4/c4r1e4n18.tif,4,1,4,18,divers-diferent,6
2567,2567,DATASET/A1/c4/r1/images/e4/c4r1e4n19.tif,4,1,4,19,divers-diferent,6
2568,2568,DATASET/A1/c4/r1/images/e4/c4r1e4n20.tif,4,1,4,20,divers-diferent,6
2569,2569,DATASET/A1/c4/r1/images/e4/c4r1e4n21.tif,4,1,4,21,divers-diferent,6
2570,2570,DATASET/A1/c4/r1/images/e4/c4r1e4n22.tif,4,1,4,22,divers-diferent,6
2571,2571,DATASET/A1/c4/r1/images/e4/c4r1e4n23.tif,4,1,4,23,divers-diferent,6
2572,2572,DATASET/A1/c4/r1/images/e4/c4r1e4n24.tif,4,1,4,24,divers-diferent,6
2573,2573,DATASET/A1/c4/r1/images/e4/c4r1e4n25.tif,4,1,4,25,divers-diferent,6
2574,2574,DATASET/A1/c4/r1/images/e4/c4r1e4n26.tif,4,1,4,26,divers-diferent,6
2575,2575,DATASET/A1/c4/r1/images/e4/c4r1e4n27.tif,4,1,4,27,divers-diferent,6
2576,2576,DATASET/A1/c4/r1/images/e4/c4r1e4n28.tif,4,1,4,28,divers-diferent,6
2577,2577,DATASET/A1/c4/r1/images/e4/c4r1e4n29.tif,4,1,4,29,divers-diferent,6
2578,2578,DATASET/A1/c4/r1/images/e4/c4r1e4n30.tif,4,1,4,30,divers-diferent,6
2579,2579,DATASET/A1/c4/r1/images/e4/c4r1e4n31.tif,4,1,4,31,divers-diferent,6
2580,2580,DATASET/A1/c4/r1/images/e4/c4r1e4n32.tif,4,1,4,32,divers-diferent,6
2581,2581,DATASET/A1/c4/r1/images/e4/c4r1e4n33.tif,4,1,4,33,divers-diferent,6
2582,2582,DATASET/A1/c4/r1/images/e4/c4r1e4n34.tif,4,1,4,34,divers-diferent,6
2583,2583,DATASET/A1/c4/r1/images/e4/c4r1e4n35.tif,4,1,4,35,divers-diferent,6
2584,2584,DATASET/A1/c4/r1/images/e4/c4r1e4n36.tif,4,1,4,36,divers-diferent,6
2585,2585,DATASET/A1/c4/r1/images/e4/c4r1e4n37.tif,4,1,4,37,divers-diferent,6
2586,2586,DATASET/A1/c4/r1/images/e4/c4r1e4n38.tif,4,1,4,38,divers-diferent,6
2587,2587,DATASET/A1/c4/r1/images/e4/c4r1e4n39.tif,4,1,4,39,divers-diferent,6
2588,2588,DATASET/A1/c4/r1/images/e4/c4r1e4n40.tif,4,1,4,40,divers-diferent,6
2589,2589,DATASET/A1/c4/r1/images/e4/c4r1e4n41.tif,4,1,4,41,divers-diferent,6
2590,2590,DATASET/A1/c4/r1/images/e4/c4r1e4n42.tif,4,1,4,42,divers-diferent,6
2591,2591,DATASET/A1/c4/r1/images/e4/c4r1e4n43.tif,4,1,4,43,divers-diferent,6
2592,2592,DATASET/A1/c4/r1/images/e4/c4r1e4n44.tif,4,1,4,44,divers-diferent,6
2593,2593,DATASET/A1/c4/r1/images/e4/c4r1e4n45.tif,4,1,4,45,divers-diferent,6
2594,2594,DATASET/A1/c4/r1/images/e4/c4r1e4n46.tif,4,1,4,46,divers-diferent,6
2595,2595,DATASET/A1/c4/r1/images/e4/c4r1e4n47.tif,4,1,4,47,divers-diferent,6
2596,2596,DATASET/A1/c4/r1/images/e4/c4r1e4n48.tif,4,1,4,48,divers-diferent,6
2597,2597,DATASET/A1/c4/r1/images/e4/c4r1e4n49.tif,4,1,4,49,divers-diferent,6
2598,2598,DATASET/A1/c4/r1/images/e4/c4r1e4n50.tif,4,1,4,50,divers-diferent,6
2599,2599,DATASET/A1/c4/r1/images/e5/c4r1e5n1.tif,4,1,5,1,divers-diferent,6
2600,2600,DATASET/A1/c4/r1/images/e5/c4r1e5n2.tif,4,1,5,2,divers-diferent,6
2601,2601,DATASET/A1/c4/r1/images/e5/c4r1e5n3.tif,4,1,5,3,divers-diferent,6
2602,2602,DATASET/A1/c4/r1/images/e5/c4r1e5n4.tif,4,1,5,4,divers-diferent,6
2603,2603,DATASET/A1/c4/r1/images/e5/c4r1e5n5.tif,4,1,5,5,divers-diferent,6
2604,2604,DATASET/A1/c4/r1/images/e5/c4r1e5n6.tif,4,1,5,6,divers-diferent,6
2605,2605,DATASET/A1/c4/r1/images/e5/c4r1e5n7.tif,4,1,5,7,divers-diferent,6
2606,2606,DATASET/A1/c4/r1/images/e5/c4r1e5n8.tif,4,1,5,8,divers-diferent,6
2607,2607,DATASET/A1/c4/r1/images/e5/c4r1e5n9.tif,4,1,5,9,divers-diferent,6
2608,2608,DATASET/A1/c4/r1/images/e5/c4r1e5n10.tif,4,1,5,10,divers-diferent,6
2609,2609,DATASET/A1/c4/r1/images/e5/c4r1e5n11.tif,4,1,5,11,divers-diferent,6
2610,2610,DATASET/A1/c4/r1/images/e5/c4r1e5n12.tif,4,1,5,12,divers-diferent,6
2611,2611,DATASET/A1/c4/r1/images/e5/c4r1e5n13.tif,4,1,5,13,divers-diferent,6
2612,2612,DATASET/A1/c4/r1/images/e5/c4r1e5n14.tif,4,1,5,14,divers-diferent,6
2613,2613,DATASET/A1/c4/r1/images/e5/c4r1e5n15.tif,4,1,5,15,divers-diferent,6
2614,2614,DATASET/A1/c4/r1/images/e5/c4r1e5n16.tif,4,1,5,16,divers-diferent,6
2615,2615,DATASET/A1/c4/r1/images/e5/c4r1e5n17.tif,4,1,5,17,divers-diferent,6
2616,2616,DATASET/A1/c4/r1/images/e5/c4r1e5n18.tif,4,1,5,18,divers-diferent,6
2617,2617,DATASET/A1/c4/r1/images/e5/c4r1e5n19.tif,4,1,5,19,divers-diferent,6
2618,2618,DATASET/A1/c4/r1/images/e5/c4r1e5n20.tif,4,1,5,20,divers-diferent,6
2619,2619,DATASET/A1/c4/r1/images/e5/c4r1e5n21.tif,4,1,5,21,divers-diferent,6
2620,2620,DATASET/A1/c4/r1/images/e5/c4r1e5n22.tif,4,1,5,22,divers-diferent,6
2621,2621,DATASET/A1/c4/r1/images/e5/c4r1e5n23.tif,4,1,5,23,divers-diferent,6
2622,2622,DATASET/A1/c4/r1/images/e5/c4r1e5n24.tif,4,1,5,24,divers-diferent,6
2623,2623,DATASET/A1/c4/r1/images/e5/c4r1e5n25.tif,4,1,5,25,divers-diferent,6
2624,2624,DATASET/A1/c4/r1/images/e5/c4r1e5n26.tif,4,1,5,26,divers-diferent,6
2625,2625,DATASET/A1/c4/r1/images/e5/c4r1e5n27.tif,4,1,5,27,divers-diferent,6
2626,2626,DATASET/A1/c4/r1/images/e5/c4r1e5n28.tif,4,1,5,28,divers-diferent,6
2627,2627,DATASET/A1/c4/r1/images/e5/c4r1e5n29.tif,4,1,5,29,divers-diferent,6
2628,2628,DATASET/A1/c4/r1/images/e5/c4r1e5n30.tif,4,1,5,30,divers-diferent,6
2629,2629,DATASET/A1/c4/r1/images/e5/c4r1e5n31.tif,4,1,5,31,divers-diferent,6
2630,2630,DATASET/A1/c4/r1/images/e5/c4r1e5n32.tif,4,1,5,32,divers-diferent,6
2631,2631,DATASET/A1/c4/r1/images/e5/c4r1e5n33.tif,4,1,5,33,divers-diferent,6
2632,2632,DATASET/A1/c4/r1/images/e5/c4r1e5n34.tif,4,1,5,34,divers-diferent,6
2633,2633,DATASET/A1/c4/r1/images/e5/c4r1e5n35.tif,4,1,5,35,divers-diferent,6
2634,2634,DATASET/A1/c4/r1/images/e5/c4r1e5n36.tif,4,1,5,36,divers-diferent,6
2635,2635,DATASET/A1/c4/r1/images/e5/c4r1e5n37.tif,4,1,5,37,divers-diferent,6
2636,2636,DATASET/A1/c4/r1/images/e5/c4r1e5n38.tif,4,1,5,38,divers-diferent,6
2637,2637,DATASET/A1/c4/r1/images/e5/c4r1e5n39.tif,4,1,5,39,divers-diferent,6
2638,2638,DATASET/A1/c4/r1/images/e5/c4r1e5n40.tif,4,1,5,40,divers-diferent,6
2639,2639,DATASET/A1/c4/r1/images/e5/c4r1e5n41.tif,4,1,5,41,divers-diferent,6
2640,2640,DATASET/A1/c4/r1/images/e5/c4r1e5n42.tif,4,1,5,42,divers-diferent,6
2641,2641,DATASET/A1/c4/r1/images/e5/c4r1e5n43.tif,4,1,5,43,divers-diferent,6
2642,2642,DATASET/A1/c4/r1/images/e5/c4r1e5n44.tif,4,1,5,44,divers-diferent,6
2643,2643,DATASET/A1/c4/r1/images/e5/c4r1e5n45.tif,4,1,5,45,divers-diferent,6
2644,2644,DATASET/A1/c4/r1/images/e5/c4r1e5n46.tif,4,1,5,46,divers-diferent,6
2645,2645,DATASET/A1/c4/r1/images/e5/c4r1e5n47.tif,4,1,5,47,divers-diferent,6
2646,2646,DATASET/A1/c4/r1/images/e5/c4r1e5n48.tif,4,1,5,48,divers-diferent,6
2647,2647,DATASET/A1/c4/r1/images/e5/c4r1e5n49.tif,4,1,5,49,divers-diferent,6
2648,2648,DATASET/A1/c4/r1/images/e5/c4r1e5n50.tif,4,1,5,50,divers-diferent,6
2649,2649,DATASET/A1/c4/r1/images/e6/c4r1e6n1.tif,4,1,6,1,divers-diferent,6
2650,2650,DATASET/A1/c4/r1/images/e6/c4r1e6n2.tif,4,1,6,2,divers-diferent,6
2651,2651,DATASET/A1/c4/r1/images/e6/c4r1e6n3.tif,4,1,6,3,divers-diferent,6
2652,2652,DATASET/A1/c4/r1/images/e6/c4r1e6n4.tif,4,1,6,4,divers-diferent,6
2653,2653,DATASET/A1/c4/r1/images/e6/c4r1e6n5.tif,4,1,6,5,divers-diferent,6
2654,2654,DATASET/A1/c4/r1/images/e6/c4r1e6n6.tif,4,1,6,6,divers-diferent,6
2655,2655,DATASET/A1/c4/r1/images/e6/c4r1e6n7.tif,4,1,6,7,divers-diferent,6
2656,2656,DATASET/A1/c4/r1/images/e6/c4r1e6n8.tif,4,1,6,8,divers-diferent,6
2657,2657,DATASET/A1/c4/r1/images/e6/c4r1e6n9.tif,4,1,6,9,divers-diferent,6
2658,2658,DATASET/A1/c4/r1/images/e6/c4r1e6n10.tif,4,1,6,10,divers-diferent,6
2659,2659,DATASET/A1/c4/r1/images/e6/c4r1e6n11.tif,4,1,6,11,divers-diferent,6
2660,2660,DATASET/A1/c4/r1/images/e6/c4r1e6n12.tif,4,1,6,12,divers-diferent,6
2661,2661,DATASET/A1/c4/r1/images/e6/c4r1e6n13.tif,4,1,6,13,divers-diferent,6
2662,2662,DATASET/A1/c4/r1/images/e6/c4r1e6n14.tif,4,1,6,14,divers-diferent,6
2663,2663,DATASET/A1/c4/r1/images/e6/c4r1e6n15.tif,4,1,6,15,divers-diferent,6
2664,2664,DATASET/A1/c4/r1/images/e6/c4r1e6n16.tif,4,1,6,16,divers-diferent,6
2665,2665,DATASET/A1/c4/r1/images/e6/c4r1e6n17.tif,4,1,6,17,divers-diferent,6
2666,2666,DATASET/A1/c4/r1/images/e6/c4r1e6n18.tif,4,1,6,18,divers-diferent,6
2667,2667,DATASET/A1/c4/r1/images/e6/c4r1e6n19.tif,4,1,6,19,divers-diferent,6
2668,2668,DATASET/A1/c4/r1/images/e6/c4r1e6n20.tif,4,1,6,20,divers-diferent,6
2669,2669,DATASET/A1/c4/r1/images/e6/c4r1e6n21.tif,4,1,6,21,divers-diferent,6
2670,2670,DATASET/A1/c4/r1/images/e6/c4r1e6n22.tif,4,1,6,22,divers-diferent,6
2671,2671,DATASET/A1/c4/r1/images/e6/c4r1e6n23.tif,4,1,6,23,divers-diferent,6
2672,2672,DATASET/A1/c4/r1/images/e6/c4r1e6n24.tif,4,1,6,24,divers-diferent,6
2673,2673,DATASET/A1/c4/r1/images/e6/c4r1e6n25.tif,4,1,6,25,divers-diferent,6
2674,2674,DATASET/A1/c4/r1/images/e6/c4r1e6n26.tif,4,1,6,26,divers-diferent,6
2675,2675,DATASET/A1/c4/r1/images/e6/c4r1e6n27.tif,4,1,6,27,divers-diferent,6
2676,2676,DATASET/A1/c4/r1/images/e6/c4r1e6n28.tif,4,1,6,28,divers-diferent,6
2677,2677,DATASET/A1/c4/r1/images/e6/c4r1e6n29.tif,4,1,6,29,divers-diferent,6
2678,2678,DATASET/A1/c4/r1/images/e6/c4r1e6n30.tif,4,1,6,30,divers-diferent,6
2679,2679,DATASET/A1/c4/r1/images/e6/c4r1e6n31.tif,4,1,6,31,divers-diferent,6
2680,2680,DATASET/A1/c4/r1/images/e6/c4r1e6n32.tif,4,1,6,32,divers-diferent,6
2681,2681,DATASET/A1/c4/r1/images/e6/c4r1e6n33.tif,4,1,6,33,divers-diferent,6
2682,2682,DATASET/A1/c4/r1/images/e6/c4r1e6n34.tif,4,1,6,34,divers-diferent,6
2683,2683,DATASET/A1/c4/r1/images/e6/c4r1e6n35.tif,4,1,6,35,divers-diferent,6
2684,2684,DATASET/A1/c4/r1/images/e6/c4r1e6n36.tif,4,1,6,36,divers-diferent,6
2685,2685,DATASET/A1/c4/r1/images/e6/c4r1e6n37.tif,4,1,6,37,divers-diferent,6
2686,2686,DATASET/A1/c4/r1/images/e6/c4r1e6n38.tif,4,1,6,38,divers-diferent,6
2687,2687,DATASET/A1/c4/r1/images/e6/c4r1e6n39.tif,4,1,6,39,divers-diferent,6
2688,2688,DATASET/A1/c4/r1/images/e6/c4r1e6n40.tif,4,1,6,40,divers-diferent,6
2689,2689,DATASET/A1/c4/r1/images/e6/c4r1e6n41.tif,4,1,6,41,divers-diferent,6
2690,2690,DATASET/A1/c4/r1/images/e6/c4r1e6n42.tif,4,1,6,42,divers-diferent,6
2691,2691,DATASET/A1/c4/r1/images/e6/c4r1e6n43.tif,4,1,6,43,divers-diferent,6
2692,2692,DATASET/A1/c4/r1/images/e6/c4r1e6n44.tif,4,1,6,44,divers-diferent,6
2693,2693,DATASET/A1/c4/r1/images/e6/c4r1e6n45.tif,4,1,6,45,divers-diferent,6
2694,2694,DATASET/A1/c4/r1/images/e6/c4r1e6n46.tif,4,1,6,46,divers-diferent,6
2695,2695,DATASET/A1/c4/r1/images/e6/c4r1e6n47.tif,4,1,6,47,divers-diferent,6
2696,2696,DATASET/A1/c4/r1/images/e6/c4r1e6n48.tif,4,1,6,48,divers-diferent,6
2697,2697,DATASET/A1/c4/r1/images/e6/c4r1e6n49.tif,4,1,6,49,divers-diferent,6
2698,2698,DATASET/A1/c4/r1/images/e6/c4r1e6n50.tif,4,1,6,50,divers-diferent,6
2699,2699,DATASET/A1/c4/r1/images/e7/c4r1e7n1.tif,4,1,7,1,divers-diferent,6
2700,2700,DATASET/A1/c4/r1/images/e7/c4r1e7n2.tif,4,1,7,2,divers-diferent,6
2701,2701,DATASET/A1/c4/r1/images/e7/c4r1e7n3.tif,4,1,7,3,divers-diferent,6
2702,2702,DATASET/A1/c4/r1/images/e7/c4r1e7n4.tif,4,1,7,4,divers-diferent,6
2703,2703,DATASET/A1/c4/r1/images/e7/c4r1e7n5.tif,4,1,7,5,divers-diferent,6
2704,2704,DATASET/A1/c4/r1/images/e7/c4r1e7n6.tif,4,1,7,6,divers-diferent,6
2705,2705,DATASET/A1/c4/r1/images/e7/c4r1e7n7.tif,4,1,7,7,divers-diferent,6
2706,2706,DATASET/A1/c4/r1/images/e7/c4r1e7n8.tif,4,1,7,8,divers-diferent,6
2707,2707,DATASET/A1/c4/r1/images/e7/c4r1e7n9.tif,4,1,7,9,divers-diferent,6
2708,2708,DATASET/A1/c4/r1/images/e7/c4r1e7n10.tif,4,1,7,10,divers-diferent,6
2709,2709,DATASET/A1/c4/r1/images/e7/c4r1e7n11.tif,4,1,7,11,divers-diferent,6
2710,2710,DATASET/A1/c4/r1/images/e7/c4r1e7n12.tif,4,1,7,12,divers-diferent,6
2711,2711,DATASET/A1/c4/r1/images/e7/c4r1e7n13.tif,4,1,7,13,divers-diferent,6
2712,2712,DATASET/A1/c4/r1/images/e7/c4r1e7n14.tif,4,1,7,14,divers-diferent,6
2713,2713,DATASET/A1/c4/r1/images/e7/c4r1e7n15.tif,4,1,7,15,divers-diferent,6
2714,2714,DATASET/A1/c4/r1/images/e7/c4r1e7n16.tif,4,1,7,16,divers-diferent,6
2715,2715,DATASET/A1/c4/r1/images/e7/c4r1e7n17.tif,4,1,7,17,divers-diferent,6
2716,2716,DATASET/A1/c4/r1/images/e7/c4r1e7n18.tif,4,1,7,18,divers-diferent,6
2717,2717,DATASET/A1/c4/r1/images/e7/c4r1e7n19.tif,4,1,7,19,divers-diferent,6
2718,2718,DATASET/A1/c4/r1/images/e7/c4r1e7n20.tif,4,1,7,20,divers-diferent,6
2719,2719,DATASET/A1/c4/r1/images/e7/c4r1e7n21.tif,4,1,7,21,divers-diferent,6
2720,2720,DATASET/A1/c4/r1/images/e7/c4r1e7n22.tif,4,1,7,22,divers-diferent,6
2721,2721,DATASET/A1/c4/r1/images/e7/c4r1e7n23.tif,4,1,7,23,divers-diferent,6
2722,2722,DATASET/A1/c4/r1/images/e7/c4r1e7n24.tif,4,1,7,24,divers-diferent,6
2723,2723,DATASET/A1/c4/r1/images/e7/c4r1e7n25.tif,4,1,7,25,divers-diferent,6
2724,2724,DATASET/A1/c4/r1/images/e7/c4r1e7n26.tif,4,1,7,26,divers-diferent,6
2725,2725,DATASET/A1/c4/r1/images/e7/c4r1e7n27.tif,4,1,7,27,divers-diferent,6
2726,2726,DATASET/A1/c4/r1/images/e7/c4r1e7n28.tif,4,1,7,28,divers-diferent,6
2727,2727,DATASET/A1/c4/r1/images/e7/c4r1e7n29.tif,4,1,7,29,divers-diferent,6
2728,2728,DATASET/A1/c4/r1/images/e7/c4r1e7n30.tif,4,1,7,30,divers-diferent,6
2729,2729,DATASET/A1/c4/r1/images/e7/c4r1e7n31.tif,4,1,7,31,divers-diferent,6
2730,2730,DATASET/A1/c4/r1/images/e7/c4r1e7n32.tif,4,1,7,32,divers-diferent,6
2731,2731,DATASET/A1/c4/r1/images/e7/c4r1e7n33.tif,4,1,7,33,divers-diferent,6
2732,2732,DATASET/A1/c4/r1/images/e7/c4r1e7n34.tif,4,1,7,34,divers-diferent,6
2733,2733,DATASET/A1/c4/r1/images/e7/c4r1e7n35.tif,4,1,7,35,divers-diferent,6
2734,2734,DATASET/A1/c4/r1/images/e7/c4r1e7n36.tif,4,1,7,36,divers-diferent,6
2735,2735,DATASET/A1/c4/r1/images/e7/c4r1e7n37.tif,4,1,7,37,divers-diferent,6
2736,2736,DATASET/A1/c4/r1/images/e7/c4r1e7n38.tif,4,1,7,38,divers-diferent,6
2737,2737,DATASET/A1/c4/r1/images/e7/c4r1e7n39.tif,4,1,7,39,divers-diferent,6
2738,2738,DATASET/A1/c4/r1/images/e7/c4r1e7n40.tif,4,1,7,40,divers-diferent,6
2739,2739,DATASET/A1/c4/r1/images/e7/c4r1e7n41.tif,4,1,7,41,divers-diferent,6
2740,2740,DATASET/A1/c4/r1/images/e7/c4r1e7n42.tif,4,1,7,42,divers-diferent,6
2741,2741,DATASET/A1/c4/r1/images/e7/c4r1e7n43.tif,4,1,7,43,divers-diferent,6
2742,2742,DATASET/A1/c4/r1/images/e7/c4r1e7n44.tif,4,1,7,44,divers-diferent,6
2743,2743,DATASET/A1/c4/r1/images/e7/c4r1e7n45.tif,4,1,7,45,divers-diferent,6
2744,2744,DATASET/A1/c4/r1/images/e7/c4r1e7n46.tif,4,1,7,46,divers-diferent,6
2745,2745,DATASET/A1/c4/r1/images/e7/c4r1e7n47.tif,4,1,7,47,divers-diferent,6
2746,2746,DATASET/A1/c4/r1/images/e7/c4r1e7n48.tif,4,1,7,48,divers-diferent,6
2747,2747,DATASET/A1/c4/r1/images/e7/c4r1e7n49.tif,4,1,7,49,divers-diferent,6
2748,2748,DATASET/A1/c4/r1/images/e7/c4r1e7n50.tif,4,1,7,50,divers-diferent,6
2749,2749,DATASET/A1/c4/r3/images/e0/c4r3e0n1.tif,4,3,0,1,divers-flors,7
2750,2750,DATASET/A1/c4/r3/images/e0/c4r3e0n2.tif,4,3,0,2,divers-flors,7
2751,2751,DATASET/A1/c4/r3/images/e0/c4r3e0n3.tif,4,3,0,3,divers-flors,7
2752,2752,DATASET/A1/c4/r3/images/e0/c4r3e0n4.tif,4,3,0,4,divers-flors,7
2753,2753,DATASET/A1/c4/r3/images/e0/c4r3e0n5.tif,4,3,0,5,divers-flors,7
2754,2754,DATASET/A1/c4/r3/images/e0/c4r3e0n6.tif,4,3,0,6,divers-flors,7
2755,2755,DATASET/A1/c4/r3/images/e0/c4r3e0n7.tif,4,3,0,7,divers-flors,7
2756,2756,DATASET/A1/c4/r3/images/e0/c4r3e0n8.tif,4,3,0,8,divers-flors,7
2757,2757,DATASET/A1/c4/r3/images/e0/c4r3e0n9.tif,4,3,0,9,divers-flors,7
2758,2758,DATASET/A1/c4/r3/images/e0/c4r3e0n10.tif,4,3,0,10,divers-flors,7
2759,2759,DATASET/A1/c4/r3/images/e0/c4r3e0n11.tif,4,3,0,11,divers-flors,7
2760,2760,DATASET/A1/c4/r3/images/e0/c4r3e0n12.tif,4,3,0,12,divers-flors,7
2761,2761,DATASET/A1/c4/r3/images/e0/c4r3e0n13.tif,4,3,0,13,divers-flors,7
2762,2762,DATASET/A1/c4/r3/images/e0/c4r3e0n14.tif,4,3,0,14,divers-flors,7
2763,2763,DATASET/A1/c4/r3/images/e0/c4r3e0n15.tif,4,3,0,15,divers-flors,7
2764,2764,DATASET/A1/c4/r3/images/e0/c4r3e0n16.tif,4,3,0,16,divers-flors,7
2765,2765,DATASET/A1/c4/r3/images/e0/c4r3e0n17.tif,4,3,0,17,divers-flors,7
2766,2766,DATASET/A1/c4/r3/images/e0/c4r3e0n18.tif,4,3,0,18,divers-flors,7
2767,2767,DATASET/A1/c4/r3/images/e0/c4r3e0n19.tif,4,3,0,19,divers-flors,7
2768,2768,DATASET/A1/c4/r3/images/e0/c4r3e0n20.tif,4,3,0,20,divers-flors,7
2769,2769,DATASET/A1/c4/r3/images/e0/c4r3e0n21.tif,4,3,0,21,divers-flors,7
2770,2770,DATASET/A1/c4/r3/images/e0/c4r3e0n22.tif,4,3,0,22,divers-flors,7
2771,2771,DATASET/A1/c4/r3/images/e0/c4r3e0n23.tif,4,3,0,23,divers-flors,7
2772,2772,DATASET/A1/c4/r3/images/e0/c4r3e0n24.tif,4,3,0,24,divers-flors,7
2773,2773,DATASET/A1/c4/r3/images/e0/c4r3e0n25.tif,4,3,0,25,divers-flors,7
2774,2774,DATASET/A1/c4/r3/images/e0/c4r3e0n26.tif,4,3,0,26,divers-flors,7
2775,2775,DATASET/A1/c4/r3/images/e0/c4r3e0n27.tif,4,3,0,27,divers-flors,7
2776,2776,DATASET/A1/c4/r3/images/e0/c4r3e0n28.tif,4,3,0,28,divers-flors,7
2777,2777,DATASET/A1/c4/r3/images/e0/c4r3e0n29.tif,4,3,0,29,divers-flors,7
2778,2778,DATASET/A1/c4/r3/images/e0/c4r3e0n30.tif,4,3,0,30,divers-flors,7
2779,2779,DATASET/A1/c4/r3/images/e0/c4r3e0n31.tif,4,3,0,31,divers-flors,7
2780,2780,DATASET/A1/c4/r3/images/e0/c4r3e0n32.tif,4,3,0,32,divers-flors,7
2781,2781,DATASET/A1/c4/r3/images/e0/c4r3e0n33.tif,4,3,0,33,divers-flors,7
2782,2782,DATASET/A1/c4/r3/images/e0/c4r3e0n34.tif,4,3,0,34,divers-flors,7
2783,2783,DATASET/A1/c4/r3/images/e0/c4r3e0n35.tif,4,3,0,35,divers-flors,7
2784,2784,DATASET/A1/c4/r3/images/e0/c4r3e0n36.tif,4,3,0,36,divers-flors,7
2785,2785,DATASET/A1/c4/r3/images/e0/c4r3e0n37.tif,4,3,0,37,divers-flors,7
2786,2786,DATASET/A1/c4/r3/images/e0/c4r3e0n38.tif,4,3,0,38,divers-flors,7
2787,2787,DATASET/A1/c4/r3/images/e0/c4r3e0n39.tif,4,3,0,39,divers-flors,7
2788,2788,DATASET/A1/c4/r3/images/e0/c4r3e0n40.tif,4,3,0,40,divers-flors,7
2789,2789,DATASET/A1/c4/r3/images/e0/c4r3e0n41.tif,4,3,0,41,divers-flors,7
2790,2790,DATASET/A1/c4/r3/images/e0/c4r3e0n42.tif,4,3,0,42,divers-flors,7
2791,2791,DATASET/A1/c4/r3/images/e0/c4r3e0n43.tif,4,3,0,43,divers-flors,7
2792,2792,DATASET/A1/c4/r3/images/e0/c4r3e0n44.tif,4,3,0,44,divers-flors,7
2793,2793,DATASET/A1/c4/r3/images/e0/c4r3e0n45.tif,4,3,0,45,divers-flors,7
2794,2794,DATASET/A1/c4/r3/images/e0/c4r3e0n46.tif,4,3,0,46,divers-flors,7
2795,2795,DATASET/A1/c4/r3/images/e0/c4r3e0n47.tif,4,3,0,47,divers-flors,7
2796,2796,DATASET/A1/c4/r3/images/e0/c4r3e0n48.tif,4,3,0,48,divers-flors,7
2797,2797,DATASET/A1/c4/r3/images/e0/c4r3e0n49.tif,4,3,0,49,divers-flors,7
2798,2798,DATASET/A1/c4/r3/images/e0/c4r3e0n50.tif,4,3,0,50,divers-flors,7
2799,2799,DATASET/A1/c4/r3/images/e1/c4r3e1n1.tif,4,3,1,1,divers-flors,7
2800,2800,DATASET/A1/c4/r3/images/e1/c4r3e1n2.tif,4,3,1,2,divers-flors,7
2801,2801,DATASET/A1/c4/r3/images/e1/c4r3e1n3.tif,4,3,1,3,divers-flors,7
